business_id,Friday
c9m1bRtqZCvUvasoypIs_g,0
C9npndwrGWS3js8Pxmy9qw,4
C9YaDxc-y4cBI7WNJPA_iA,0
cAdSoJelw99xvyu80ex_hg,1
cAhn-O2kSI0BNPSCDKdNTQ,10
CAhyiTcoGeAqaP018FX0cQ,15
cB1Eq1C0gUgeXLyZu9o22w,2
cB3P1HylsRlEIpWWsRJR5Q,20
cb6_yjQF8cLET_rX_BDI0Q,2
CbeUolLDSq5kZ-82UpDLPQ,1
cbFlhBjmvV5XgspysHCQtA,2
CBkGxR3tZjR91bmI0gUuBQ,6
cBpJIOrVXotDI0XAZH_k0g,209
cBwc3dhdHw0emmg9nd5SXw,12
cBzk1K3zsz8K9wpCZsR7dw,3
cBzZpDqBaTdugB4JvfEhXA,2
CC134QBR0XHU6r7XKMpC5g,2
cC6EZ7CHbLVcoLfELP4ojw,7
CC8Gn5h28utxP8i9zGorKQ,0
cc9KFNrcY9gA7t9D1a3FpA,6
ccC2ecxVEOF4t_kKce6f8Q,1
CcEpNRhwxyZVTKWXfYqvqg,0
CCNwvFbC6QjJ0RN7l3Zh9w,2
CD-2yHTSObgvAhW-pYHfMw,39
CD6LrK1fb-imps49u_cD8w,7
cdacUBBL2tDbDnB1EfhpQw,7
CdDKmu0MPYral04GTBzLcg,5
cdgE3vbs7paKuMHCrkkUsw,6
cDlnR62ds1dcVdbjN1bYiQ,0
Cdnp0HbJ4wVlzffuueG45w,3
CdOb17NMdQpagyHSxv5mHA,20
CDPgaeHbkMKeJ0wwSXEY7g,2
CdqTxe171tKTOkk8T15GGA,102
cdwHgELA2puX2DNfwSt5EA,23
CdWrHBOvTZ6i0Z37iFaV3g,3
CDY7AE5HWBy0TJXCakqLBQ,0
cE99Cjrj2YXSGs4MECb86w,9
cEe7zcX3REFZsyCDmGqRqQ,2
cEkDx1wSMXgIPmRM90gSBg,5
CEOXKD0S5_Yr9gX9zSSrsw,14
CEswyP-9SsXRNLR9fFGKKw,57
CEs_oJMtLsll3xBM9slBQQ,43
CFaRVxsnN4Zjf28cbORKIA,104
CfIPNXy_FcIAgbka7ja0qg,3
cfLFCHA3ZHzAwRGInKO1hw,10
cfRrO0P-L7o6UWL81pmxCA,9
CFuzIBaREsa0nunnI_FFYg,6
cfvnvtUaxpd8DOzMuOm7yg,16
CfxHRhk3x9ZFDPS3JpxJJA,2
cfy-C6XNFt-F-dCQfK7EDQ,26
CfzoA3TQ8YQcFTOncJFbQQ,0
cG1pHlWhdSc2M9ChWZo-dg,1
CgHcO651uEE3aalrkm4boQ,50
cgNIBHS2mLdbTRiodAT6EQ,8
cgpAUKkZEBbt_xBK_GpH9Q,7
cgVDVG8Jna6pjNmoXM25fw,1
CH116u4TyXGaTaKFnliASA,7
CHCm6hbR4KSstbifFdCOpw,1
chF0P_B8pTAy_4xvLTUZ_w,3
chFzObJSoxAbVlFfgk5JRg,12
cHIhxFdHv8V_APEfZStsRg,15
ChmqODwuYP1ewjmWXtxtsg,26
chQMtE0iF9CHr8T-ahkrKQ,1
cHURjSYCPpFiYQP639ZubQ,0
cHxDyQWXyFDhfEYJbmS1LA,1
Ch_2Ye0w4Q9l3VeVW7VNHA,20
CI3ldLMcWLJhjAOxY3bv1Q,17
Ci5H9Gx9iXDA6vYjkOq0eg,14
cIAd1K3INw6se9MX7Usi7A,7
cIAE5XY3cuUs8_Vx_QKO8Q,5
CICu2tclxRB7JgW_I2a8rQ,3
CigrbWrQmnuf5Bl6MYp8Aw,3
cInzGnaFZ3EIItvFXl1MvQ,46
CIOiKtH0q8cyMBTO7WAF8A,0
cIPE37nO7qvo3t1I15oO3Q,2
CIpzeDYD252nq0nRA4px5A,12
cIQ5qYFvkI6kIFGgHXsFTA,16
ciQ_mDcweWDb1nWZSoZC0Q,6
cIwMq5KNq0ASQzoTP1dE9Q,4
Cix9as8NXr9Ul0boTJ8k1A,2
CjFaf6r6iP1xcKcChKDgKA,1
cjFDprdEXbDDdraONMy5Pg,2
cjjZt2oOkk0F152RkQMfQw,264
Cjn1u11-fFRV9hbloBpiWg,10
ck-LkS-GaLwI7Y8qR3VZZA,0
CK6Vf3ii1Hj-4AlgbS6NJQ,90
ck7qdqcX1TPKuJV5YweMGw,3
cKjCB4tJNH2x46VRf_az9A,3
CKjcewWeWvdJ7TzOQbZOIw,9
ckqbs45ngAwsgyvK_SWkvg,0
CKRALj772nYFBl2ePF6lpw,1
cKxXBvOithS-Ic5KnhEKrg,25
cKylbPFCMyvunMWU-RLptg,3
CKzhDe1BRDQ2-yHiZdOPvQ,17
ckZVnb6gF3PPVWkoVhAiEw,5
cl5gr18l4R00NnQbVtgJ5Q,5
cL9fjZbDVbyDw7YyJbJ36Q,1
cLojUtqkFpVIHFEvA_5Atw,29
cLqKR1mQSg3jmVcp9ETvFg,1
clUb7fXNVPmFVET-hH7JiQ,2
Cly5hnQ6VxCllCdhkBlBTA,6
Cm1jT60fxb1DjwpqjWJ8EA,18
cM7eoSC_HhfS2D5VkFVY-Q,11
CMaJOgyFrX6gVsJGm1bttw,12
CmdE8ilxBCqzrtg8DpyO4g,0
CMI3SF1-YwAEfUXYkKS53Q,11
cmiXYlvKmOFnuRFbQXA4rQ,0
CmjCtSlQtVBGkZgggJBaFQ,0
CmNCRMpiJVtaqYfd9X1INg,30
CMp3mSkdZeJDGXHGVHke-Q,2
CMTDZRDnv_O0rwAvRVbjvg,10
CMvCbtkcHH9Gp0S3w1_aQA,7
cmyi1OKQxm01ZwgU4Tb_QQ,10
cN4gmlntyQ-maTW4PdT-Kw,6
cN6aBxe2mQvrQlzk26LyRQ,71
cne0A4qlWtahuzUSdzdalQ,0
cNGI_5GbfNFbZBMQZ-s-UQ,13
cnhUYYiRM0rAKVSZezlEVQ,0
cnLnPDP2NZh9KKTFFlaWSQ,1
CNOfqLhoty3QdKGgIErWtQ,2
cnoqbQYPhG_5M6zX5dnVyQ,7
CNS4j16dzLWDPEV-UM9SLg,4
CNvPqN9pa5aJRn-Npcqgdg,15
Co-sJv4GNxILkF79ZMLq-Q,8
co8rv2zfOhMXc_TlEI9VrA,33
CO8UjN6WXsDJqo5qJx8nFA,1
COc06ScpJTN15NXMf4gkqA,0
cOcVUkT1nYdbliO8Vx5iaA,25
corPOxxIBRJ7DSpryYvorw,31
Cota2ttLUjoKhFU6ukYqSA,29
cOUS79i4vltKIc_hy4OZBg,19
coXomDOValXzks6BwMHG1A,14
cp39VURFby4A6u9m2It8jg,140
Cp5_NSJFNgylD5SUdmT8nQ,29
Cp6JGY5YIRncTV_My9nf9g,21
CPaFYTecafyEqrmmI34ZBw,8
CpfGjyBi2MXgC-c5X7hSdA,5
cpFmdYXLAFm0vDwqxO7LTA,18
cpfqZ_968LCuIyHJ3X46NQ,0
cPIi_5tWZw04DmtyUBcFlg,11
cpkqVfrti-kng8782XbwuA,3
cPmbPQepAatet3QMUZaSeg,7
CPZQjiHBEh_4PonvdFO1Hw,1
cq99ZjMyGw-WVje7aylu_Q,1
CQDxI8giIc6Kg9hQFLC6Uw,13
CQHKoO91ivQJ9hFDCFdSSw,12
CqhsIZ7TzCfJTrZqg5-gqQ,63
cqIHyZ3Q0D4vBi-vb4mi-g,99
CqKiF2X0_4erH02-CUiweQ,15
CQpklGmB4K0_e0eam9hIyg,1
cqXv3w9Mf-aVi4PPRspfFQ,6
cQZcWeIDKEF-7nWU3gJMUw,13
Cq_0pF5g0AYCpC4JyqHEFQ,2
Cr2JNnewX53TYd9w6qw6Jw,37
Cr4V7itpuhnek1Y5sqa18g,2
CrBsdxqOjPdnfsDxV89GJQ,3
crSme9ZoLQNMtRGxv0htTw,32
crVeYK71I8xHD1zt23eQpQ,1
CRvVvR6aE1eWVRtzQ0UC6g,23
cRwNwAGQ8Pc_-orLefrwRw,43
CscJ0RubTHofHvRJhERvXQ,3
Cse5FvYuACIxljwaac2SZg,26
CsJReJjzMNtw7ZTPCuVZYQ,1
CSoURupWEyuyzkjMOExKPg,72
CSr0ur66eNbIskCy-UGdHg,3
cSY4B9WBslxhpkJqaQLwJA,49
cSYYaUTV5YUUxlLis4umaQ,0
cTFq_1sAnQUb9eMZO6FlvQ,6
ctJZqkw4VKVk94l-yh145g,16
CTSuvTp8ymqtrM2t0lwAOA,18
cTyBfWfmgL3vgRetyfmtyA,1
cT_rocMh92B9t62Disp6gA,31
cUaaIk_3UdeSJ54CLvrW8A,47
CUISGDqI5ZRIGXH9EgpFMw,1
cuMMU10KaD0cZ2WdK5XC1A,2
cUN-T9lfSbY8VLsV5YRP0Q,1
CuyNmwDOLeMTrbv2c6rNxA,19
CV4DDFG6tII-ehzaWPXK4g,65
Cv4kZH9zN0wpN2Drn0qkLg,32
cvAOvCjg2E2aGuWbpMTbwQ,10
CVBYF1AMlrZbScRXX8d6XQ,0
cvb__rYMkj4BMhC3p_FB3Q,1
cVejKU_SrdbvzIbQ4oPV0A,82
CvJNcUtmNubDF8UmuduNXg,5
CVkUxfuLx5AGLI6eDFU4RA,18
CVk_Jk7vU9JlP-U_fArQqA,12
CvldwdURDzZk-3cAlcW3uw,0
CVp1BFI5gpXqo31C6Lwkjw,41
cvQ1wNSFaBTzrxB5fMLc3Q,1
CvRGjwCsrQs1DYYL3z8R7g,35
Cvs4FOqtYH1R4Qhiq4PgpQ,3
Cw25B1htHEkowcD-Mz-Z-g,14
cW3shiA8fDGRpsAUDsL1Xg,4
cWBqZThx4RWNzPJbJ_oXOg,50
CWoXwnoxdFihXB1KhH9goA,20
cwXlbuifzbdn5ITys6B6BA,3
cwyAZ52cV60e-NiF-jWCMQ,2
cX0BRezhCTm-pkK8_lwWAw,3
cxez_hELhwSkHHj9VwL_Hw,1
CXHnDc0-HW6pqgbs6fhj7g,4
CXi1eCpVyCEu-rQ7p1fTsA,4
CXlwVtnc-BfnG2Xi7wBCow,1
CXnnprQt8w2b2DVRvvWNYw,1
cxNssAOXk9N6McTeD0LwiQ,23
cxShXLGuI24Xow5YhjFb5Q,7
cXx-fHY11Se8rFHkkUeaUg,55
cXykQLP4Sr3tNii8k-zckg,21
cY4R1DvFA5iuM07D11p-WQ,4
cY96WnOapNKQBt9ww-c1DA,2
CycfCC0OLvTjG3Eks8D1og,79
CYC_LaZ92tAZeZ7qTpdrmQ,13
Cyd1Pzo6mJ2xfMExtsi9xw,0
CYiVF2WoRrfrda5f8K8urw,1
CYMG5AsrhkhUPro2c6NSUA,1
cYvfynvj9arUMgjUuGxExg,12
cyxnQ6EocFbAENe7nRwx4Q,5
Cz0McL5lUaihqOIw0_Yo7w,52
CZBYYCb4xBwNlSIYNc6Eiw,4
CZCDusV1kumHM7cO8CFqBQ,1
czOxS1z2MGzPXNP3W1d0Yw,13
cZQAS9sdTBaME7zh49cyDQ,4
C_3j5-s9p9JsMuP8xq0tDg,1
c_4bwbJfdPF0y6YEmssBkg,18
c_AqluyaDjfouN4r-qM1Cw,2
C_eWAEOvkHZ_IZYGwjtpmg,106
c_Hgu6zirKI2l71TAhrTRQ,57
C_KNnklWpDle6mioOPwTJw,3
c_PhRjEIA2jRAvWDWsn4Vg,0
D-4CJpsKDji6TYHq5A6UYA,0
d-EaGpwrCuJ_-Ubme9rC7A,53
d-wxvpytpGuvSp8w1M4FzA,61
d-YNxMKL6ZhkiRhfUPxKHg,2
D09yG6Z3gcsh24Qn7Y4gYA,4
D0IB17N66FiyYDCzTlAI4A,6
d0JDQRtE8YQduEm_IAVtnw,5
D0tHnskAgaRjCBdoXVev_g,3
D0WE1MX08WW-kXifDGifkA,1
D0yhODS_OzXSI0W4tQoqdQ,14
D1T1jtCfTfXD-cQE3QViow,125
D1yvWQGnKam_zu_2BZLUVQ,1
d2AeNB4xw67E1Bzpo1Pm7Q,4
D2Df5ViPfUCcKWsfCzSWCw,7
D2hBJ_k4YqP1gIrjDlVRIA,1
D2irSfSyHdZlsLpvflmFYA,3
D2WAqCvus0s8O0R2LuhCrA,2
d3MxUXS1b6U2P_gGuCO1-A,54
d47eCbPAEWha4KHmjMB_Ew,0
d4GSh1BalxvQCU7zLe6Lzw,19
d4SBAjHQ6jCfd8mqjF4jQA,2
d52zg-S0o940WUCK-nNiKw,85
d633ssiPu4AWyVvTkpw0ag,7
d6CUe9LjkFFqYtt7WuW5Lg,7
d73gYu52C-Wt24RAGUy9Ow,1
D7hnZ397ZTxWqx6EvpAO9Q,19
D7LmOcHWgGLmY7bPrc4H7g,4
D7uAJToqGk1hQxfZDO5ijg,1
d7V3ykQHqChv0KtXEanKLw,75
d7_jkx0VPx3uHsUl18iHMQ,1
d83_qJwcOYOojQsapu1Z4A,21
d87fxJ47AzTlREZCnUmaFA,3
d8TYUlRl_YSlZo74qy9hXw,0
D8zX_x3yO1xDHdIt3p6qMQ,0
d9rN62lwZ_uZ6LfXBjcMqw,5
d9_yIveVkW7EryyVensD8w,0
da4sxvGynhpDOGiBtbMYxA,12
DA6BONQOMf1aIaAKKatvgw,256
DacThWipWrC-vx0jIelNGw,23
DAiOZrqXvO8C-9a4q5L8NQ,14
dAJC97pUsxa1SucwFQE07A,129
dajwInsYeaIsRLY6vd6Zzw,7
dALQVAx5qdF3F-JzT32ELg,4
DAOoaurZxekzu5ZrYAT8gA,33
DaQJ7ykf8MkEWrIYA_9J7Q,0
daRU7H7lpbJ2xe3AO-21Aw,5
DaTYEiYkO-ioG9ZyJrCxpQ,18
DaX21p1qpA1tL6vFpfR6Bw,3
dbh72sNyNeHUgJqQye9Vbg,7
DbI6ezKctN4Z5SV7LvG4Sg,11
DBoebGeuz91QAP3tSFYs6w,16
dBpi9I3JKQei2elBHYHUTQ,5
dbSYJm4fW4LimtmvRgPfBg,2
dC6rDLGRoch_DOZk5kLkWw,120
DC77ROlgfnpxQNFKQbbpnw,92
dcd3C1gWv-vVdQ9XYV8Ubw,158
DcML-4f7oib19ed67Ruv6w,58
DcrM4hwDcU2G6vuh2cnaYQ,57
Dcs_jLOlNXd96LarVInFgg,0
dcv4ZNdur0Ag7jZvPOlcrQ,17
dD2xiLM1_5Vg0pMvMIPZww,0
DDnmNTvIIQu2t3WZ2EQx-w,63
Ddsln32r-uA7hq_0ksaNZA,15
ddtUYvKrKNcM070m4c3lKA,3
DdVbzqR0z3NisbPupv4IJw,24
De5urGVv1kkiKVJ9bvlQ6w,4
DE8UVNCCpOE0vTAbGaMoeQ,8
DeAnVirgOxQnI36V1W158A,20
dec2TzjQ1skgmugHKJyLwQ,31
DEj-fw0N2bHI0pOEUb8LQg,2
DENQD7OTKne29w4KCSoQ1g,5
DEr2k9GGyhF2LOU1iDl7Bw,0
DerMAlq9JZbqMuD0ZwbaSg,3
dewq6aevfoNFvJBqM7PG5A,66
dF6Ryjm5TV2J6eXBd9RBZg,7
DfJRq4pqowfdTB4iTAENjQ,8
dG7KLQ1a584wI5jSADIPIg,30
dGcVT0WGenhh8Np76ta6AA,62
DgOAOO10ibNDSX7S_7L1Ag,11
dGp5V3aG5qw2RJI8tC3tBQ,3
DGtOkc0KNTyK8rDkmsPNYw,43
Dh-jKrXlivowMGDtfD_gug,10
DH13jVaIWYSf5wIg6E-m_A,0
dH3E5EBlXU5s2Ev86iv3Cg,1
dHgoX3L2AKYixgH8hmJjfA,2
DhjQHxJ9EX-l2QpimjWfEg,9
dhk7wnnmWP3Fr9rj9p39dw,0
DHk8is9rvfnATsW1AudWQg,105
DHt6YEtuGWQtewpByra2sg,2
Dhtdds7WR_h7W1FrcdW3uA,1
di2QHs2SrY0XFHcfAq_k2A,21
di5qPql10Oxy1z8EmbAFMA,0
DIE-uibTyNQscPC47tbFJA,12
DiL46Xy45XVDSZF3-krjpA,2
Dim6R6ki5Z_05bk_V1htbQ,2
DINXhCR7oqwcdTO0OCIiYQ,4
dipzJ5BExpm6BtJ91mXd4Q,52
diW9KhKuhBCblBdnAkUkpQ,5
DIYHTgM-YGKWOWLzQ4XVhA,3
dj-eBnI2RRCqQkLWuYuSQQ,13
Dj3i6a_vboALYTRKTmBABQ,0
Dj4glvoFwKypLjUr9F01Sg,3
DjdA1xbHki_lopCSxf-Egg,33
DjJFnY7_Um0XhfazxlPO1Q,3
dJvUc4ViWEJ0NJfQtYo7xg,21
DjVWQ_Idtw6X5Eg0W5JFWg,9
djYFLq4Bkqpkd14-0IJfug,35
DJz-fGa44UK9AzHOmqwRzg,32
DK-SRzWGFPykx4pIvsF6_A,8
DK16Uy6c4YFVLViP8_r6qg,11
Dk6BcoqQjdWJqhbXM8KzXw,4
Dka36Pw7ibbHV6xIimQAOg,33
dkhzyDpjffsVzg7EcgVuxQ,2
DKk7lb0bVCVoDChyptrOog,33
dkp49eYgIN8iqWcQDvqYmg,1
dks3rZEbVZlH-IZhnlcbug,18
DKSPnAw4QWltTdo6wbyhlQ,7
dKtbrGgg5fbl8MibhilP2A,19
Dl75rUIh6VWgg4bRxOLqoA,3
dl8FULkVABIxsb0a_fws5A,10
dlBKl_UBkiAol4KgCUG5uw,10
dLBqf9QayF9eSUzz6BvmSQ,3
DlCtdbceo4YNSI53cCL2lg,61
DLFsfN6SWtjZnE2ZbV9S_Q,3
DlLduXXSwjkm7OL4Z1iH1A,5
DLOr9MYltjcu8X5kwDJgnQ,18
dlWEAJCFIRqkzMtKUlIZ7Q,6
dLwTMpf63CxWGFRd8KqxEQ,2
DL_TRPudyWNgzWISXGBWOA,24
Dm5K0Zvw8mqrps-jFjgIaw,1
dm5T6_GSQdvjJ0ArwBfdVQ,0
DmkTDze8ruJr6o2f5GAvJA,30
dMOdFKdeI7GuZUIq0jwAQg,4
dMXYzSsh7CnIX_6KixDW8A,9
dn2rubA4plfH63B6nOVioA,17
dn9bClL4ECqKfi6bvkKwSg,3
dn9sB0Kok8cnkDhpcl7YCg,5
DnA5Ec7DOvaaCxmnLx2iYw,3
dndUaMedUv4qw_UfAbrrGg,22
dNEAXZDrZ3TtK4d7Pl2Ydg,12
dnfSnHElLXntC6lWjomWPw,0
dng6ywGbupOE82XjTdzRBA,1
dnhQaZ4wpLPwSfCleCILTg,0
dnJ-hNii3nL01xRUFydzgw,0
DnKFgFrKZYjDw8ex43isXg,3
DNLzXOSMH4SpdTnzMe_izA,0
dntzrCrZMSb-330RE9LgAg,2
dNyjWz6CnYvrhPnpqNV5NA,49
doEZAj-NSnoEMOJl5yXcNw,5
DojLUQOpfZWs9HynUuZJ4g,20
DOmvaki70flMQ8W-yGbaHA,2
DOsibibrvkyYu-Srn0kPNg,2
dOUtKHQ8Q0eHFjKPmi07tw,7
DOZVo32Zk507SJhJSg2saA,3
dp0unqYxrYzvfaMVVmk6mw,16
dPAQrPQn8bzsZqt7QSdKjQ,16
DPATsoiZ3r4advgxCkUV5g,9
dpbY5XypBdeFmo8DsZ-DNQ,29
DpVZRn15Trc4oBU6MIxr3g,33
dpYdTnCG4b_qiA0S_TKzjg,6
dQf8nwN8Dg1oT0J-LS76Wg,0
DqkRXKzc5gs7U__d3pVKgg,9
DQlVVaGbMxf3Ed6rp8A3kA,9
dQQ4wVKoGZGpqo_SAxz_NQ,2
DQY3RlqV7LlD3w4UJXiPeg,3
DR1k5qCRvTFYxHGiBUJimw,0
DR313fx6DQbU_wcEFhr5vg,27
dr3FmOSZ_Iy2WyPnS5ABOA,2
Dr4mxelV9iWu5boJvgH_vg,2
DRekXCjdmPESqDpwaQ0x2w,4
DrG1ShT9meH9wpJ26aUj_Q,4
DrpGonLYPBpAhCb4q66liw,19
Drpvqa9FVdd-EuVgXcdLRg,3
drqCrnSqtGffJ1z60aWkxg,54
dRSs6fSLY_DQTWOeo09Thw,2
DrTsV4u-X6hft0aRjKCwMg,13
dRXOYc7QX61GtTETiXEVJg,3
drZRZbvEB4M4M7pV7GYbUw,6
Ds5daIwC_cr_LcPhWx7f3g,2
DScAYRPPKaqt1NBkCbibHg,11
dsh91PoFIn_gHCFEM0okHw,52
dshbS14z45mJooTv4vYA5Q,6
dsMvINhoQbIQgSRTBv2B6g,18
dSQh1Hx2BiSrYog4ad740A,51
dSrt1yGR3SUhvZvv1wyzrA,2
Dsvx2LEC8jk9nuGsg1Kqhg,61
dt0z8feRxhQ6JEAWpLfukQ,1
DT6bZgApAKY0JE7McdUTyA,6
dt6fDypVLgUqs_d-KGsHhw,2
dt6JlLvZuOFZ3TM3rI_L8w,5
Dt8RITU4OmTbRaKKlZm_Pg,2
DtEY4Zpi_BtP--ZgH8jFVA,3
DTFy9-NuZBjBEd9Zcoo94g,2
DtLIpieZkaObk-YKyPDsMw,3
DTRqKD7StoGVfRGKsow9Jw,4
DttDhELFKdueDqFp45idHA,4
DU1bnGvnzZZK1pWSsc0qZw,8
DuaoskPAVBV55px_cwxIVw,2
DUDr1kuGv6eh1_s2GWJVgw,39
DUF5XeGsqpIT9whspDOJYg,5
duHUQFn7K-Ybs1rPI4AOEQ,119
dUi5Lg1Ay3HwK0p_ZaXNYg,38
DuKKiPtghSrE4I7w1cyOTA,15
DuL7M1TSyl-L8e8hwtYrMA,2
dUPQl5AAXClWK6joJzynHw,2
DUZyazpBziX1v3qGZz6PrQ,2
dv5gSsbRtTatsBRcKLq4Kg,15
DVdrpdyIPinKBmraRjlPjw,6
dVdZTdXcz2W-Hp3NFXQuJA,2
dvQxsFICv2HFMmQX8yI55w,0
DVrZlgZAz23cd9UOuwt1Mw,13
DVSNgV1DQjKteuKWLCiOEQ,25
DvwlhTH-RJUa_Bf1Qlz9lw,0
DVYTS0ZLO-3ClAhMd99VYA,2
dW0aTU2DcZI2FetaZXYsXg,21
dwfBwwdFmMf-ZZ06Qw-dhQ,11
DwU7wQtSs3eftKs3Q-EEjw,0
dwUCKSSDh-gnmLWQ6nr8CA,3
DWvglLKvpKGyQOiVgGEPGQ,2
dX0Vv9SclSlDqQE0Z8nKkQ,11
DXADDERHdunEdkwo9_t7gg,3
DXBPI8rR9f_IthOGPDWoIQ,12
DxmXiD9h2TYXbRm49ycwkw,14
dxNWxLzBAoFV4MdtztCUFg,6
DXQdxI-ZzC0lrks3_VbGOw,3
DxUn-ukNL27GOuwjnFGFKA,43
Dy2ppw0XH6KMkJOnZaPOdA,11
Dy8d1vPTTutHUaqfI5-8Lg,29
dyd81TK9jY-WLt6UbMFWng,23
dYf5eX8oK5ughIeghqifRQ,2
DYIB5861KIUfH5soVkP1Lg,4
dykxQz0fdFitwrnBhgwNZg,0
dYLlSj_SWwHg1aA3Km061w,28
dYZ9YiA1JYlFoul-yorXSQ,11
dZ7915F-dAKPJZQJwJDSVA,5
Dz7swOgFook-L89Y_M-aQA,19
dZb1V8knqTUT1o-NKZAl1Q,22
dZb_-YeZGUWlYNd-nOXRYg,8
DzHXDDT4QoEX847MEAFYiQ,1
dzncF6n6MHJLXUo4_J6eig,2
dZpCzo4cbwLITa1aSfX-oQ,11
dzSPa5kkpQIRjMOHvDUF_Q,32
DZZQhoOWmTcJi2iSBscV-g,3
d_8bMNQd0mesbEUeq1U2kQ,21
D_dR8uUXQ_8xuUDkmnisCQ,2
d_f2yIJ8mkRXD_BnQ-yA7A,5
d_PpdEoa0ZR46ShX4mfdSg,2
D_VXbq6sCuqXuBbdPo9zpA,3
e-U3s4nPAR0OK4RprleF4g,18
E0365VMez3Z52gHcozi7XA,17
E0DwaRvT_QlMwBU679xSCA,5
E0f8jFeNaL8ARG-vq3apVA,15
E0iWLkCh25A05z-4_MdQwg,0
e0sHWHX_GxlhHIrHXbiQgg,5
e0vubCKi8KD8zC2C6FdbuQ,37
e0wJd1deF4Wl-etBC7nBgQ,3
E13puj01cJq7X5gNU7kVWQ,2
E1Pbi0RWfaeAaRXjBIX8Aw,9
e1TRaM2GZq8qBFogZaNklw,79
E28ht8IEiO6FZbKktSo0Xw,80
e2BmliYf0c-P7sDzL4miYw,2
E2BMYajnI3USNpABFdBn6Q,10
E2F25cRcYf_bWtvbCht0EQ,0
e34tIpveepWkpvOuv_boqw,46
e3izESeW0BUx0s96FdSLag,22
E3RjJH45EX6rHYDs0TYSRA,94
E3vrsYkHZ1kXKgxPSS8oEg,1
e48-VRt7HsDr9GEcoCjPwA,1
e48Wa4YqFaMjMmN9iZ2G5Q,7
E4b5OC_6mZ0V7B6Nyjncsg,28
e4eERbHNzNd9LKOXrjMnHg,0
E4fsijuAlC_jhhM4i8q_Ew,2
E4KKFmUsWzgv-pPISdi1BQ,25
e4Tb9YEpydhjqhnUh8uhUw,27
e58rZRC4TSmKnMr7aAIJlw,29
E5dqlvxPw9Q4XFqOMw_lqw,31
e5gB2kDFaodtxMTa53C29g,63
e5kc0CQ4R-PCCDgb274gSg,40
e5uF2NqcQG-W0ZbdbIi_LA,2
E6dIiAqBWQ-7AjU5xlGhGg,4
E6DnUFy3GoN4DxTqturtug,4
E6HzAdx2vyZVyuNoa4-Xaw,12
E6jUGxKVY9gd5Ofc_P6rYw,0
E7nk0lC317pGxMX56gvaVQ,108
E80cnPB9ve2Z5QeOhrkv5A,2
e8bElXSntEcwQdq9ZG-rQQ,15
e8Eke5v8pXw-PuRCu2uPjg,19
e8FMAuTswDueAlLsNyLhcA,407
e8kRfAKXM_1qj9LMgp0s2w,77
E8qTgWBSel2Dg9gVKQViQw,34
e8SKP917u2g0MTAaoGkCnA,2
E8uHpUKu1eRx4V5gug1TpA,1
E93aiEHvf2secePlIeCxGg,1
e98N1lyg3zsPohSEI3MiJA,0
e9djgIbIn-toCOwmRTpgCw,22
E9HqvnuwbXW7Jmet78xWJw,33
e9JhcYEgNbRL8i8CTdQO2w,179
e9nN4XxjdHj4qtKCOPq_vg,80
e9SH226is7aV2KDBOEnOXw,16
EA6IdwQ_E9QIur9zCinx8A,9
EAMPV2fgs9cU21MXOgv3Ig,21
eb-d7bMXnzO8DGWJ5x552g,6
EbqMsiVbaF8AyHwDfYgj7A,5
eBslbGvlDI92ppOi6CnTDw,1
Ec16pSB80VFjjO-8cueB0A,3
EC9WB-iVjd28B6R6KIZ8TA,83
ECHH_ULCOFTQow72dJHSvA,2
EcHuaHD9IcoPEWNsU8vDTw,59
EcjC9_epi4cCRw2zX9_zJQ,3
eClo8BPc90-YdBfuvRcpkg,57
eCr9i8VDpry4UdlzRCT7tQ,2
eCZg35WoccS66WTl7W5TUg,2
ed11WKT1aCzQHndTiEHZHA,5
edcGkJ6qPs3lUnSz9pqoGQ,38
EDCYXRV3Qs6bqf_rBEKhBQ,2
edDmYTcsClAL9XPR8YkvnQ,18
Edj0quZE5k1WcAtf883j6w,95
edjCywtqffQ8__vM7POZbw,15
eDkEUMZdedOOLdZhrIdF1A,1
EdPa3d82Dq_za2Wf7Dtysw,10
edYwdgfH_eLodiiAr70EzA,15
Ee-hB-7X2FCn3JhSQG8sZQ,3
EEC7t11ciQ6XUjkudRbYSg,11
EeJDIEykDnzeCZ_HvB5A7g,7
eek3lFfNMKULpwTSHGwzQA,9
EEP1M2-gYEy5R462rPmPuw,1
EeQlS9VLlfWT25-MeYsJTg,3
eEVTu_aFu5IxZT0JTvbFgg,8
Ef3BJGZkis7pKT8eC3-W4A,5
eFA9dqXT5EA_TrMgbo03QQ,12
eFC_lobFeLQSVitKUQ3tIA,1
eFIwRnbZpToIwWOYWWJ7nA,2
EFJAVVBQQqftuqY5Wb3WtQ,12
eFK2QePKvAowH-uX-0V4hQ,132
EfmR4e1tmjC5_ZQOgfnYrg,24
EFNwMxaajz779YWCRmZGIg,5
EfOU_RyGYqVY1VYc7xsq9w,6
EFSU5EPU8VsZmrjbTxjc4A,43
EFxaUHb6UwOpsvIIdZk-Ng,1
EfXg0Bnv4RAbP4xfgxSiiw,31
EFz6I-rPPyeNgH0xbevMWQ,0
EF_G5uR67iKPMzroU4wTfA,12
eg57kF41MBs5RC1vDDRk9Q,8
egCtkzJEMwu7-vpFcM7VmQ,37
egEroiWI8XuPoXwnb7UkuQ,70
eGevCRobYnA_HSj60sEWvQ,63
