business_id,business_name,categories,stars,active,review_count
8v4rTkacL2X8y5xBQVnqow,Photography by Leanna,Photographers Event Planning & Services Session Photography,3.5,True,3
8vLEHHZJ-dk8M32bYti7eQ,Tmobile Arizona Ave & Loop 202,Shopping Mobile Phones,3.0,True,3
8vxIr6bHZ_ckJ9jy-xGAQw,Arizona Animal Welfare League and SPCA,Animal Shelters Pet Stores Pets,5.0,True,3
8W-8fwuJE-5bo5qi1NxtDg,Shell,Car Wash Automotive Convenience Stores Food Gas & Service Stations,3.0,True,6
8W79MdW4IsQbKZWSBx3cRQ,Headquarters Lounge,Bars Nightlife Lounges,4.5,True,3
8WbbWGCWR6uUOLHYv0vl1w,The Light Bulb Store,Lighting Fixtures & Equipment Home Services,5.0,True,3
8wL4DNkMQFH1_8ZKREbKfA,Fast Fix Solutions,Local Services IT Services & Computer Repair,5.0,True,3
8WPCqC0Y-yszJi7eqfSllA,Cold Stone Creamery,Food Ice Cream & Frozen Yogurt,3.0,True,5
8WQMr5QBjs0xeMPZjj3iRQ,VCA Mountain View Animal Hospital,Veterinarians Pets,4.5,True,9
8wwN-HQ-CQ6ACq2dIiuGCQ,Arizona Native Frybread,American (Traditional) Restaurants,3.5,False,6
8x9Mzb7gX6SEHQIlSDpU8w,Wild Horse Pass Hotel and Casino,Arts & Entertainment Music Venues Casinos Nightlife Hotels & Travel Event Planning & Services Hotels,3.5,True,72
8xDLKyrVVNLDaX9zzybZQQ,Saffron Kitchen,Event Planning & Services Caterers,5.0,True,4
8XmJg-Uy9FtOqlDOaSJsZw,Petersen's Old Fashion Ice Cream,Food Ice Cream & Frozen Yogurt Coffee & Tea Juice Bars & Smoothies,4.5,True,3
8yDfMGCH5HaKBxew7hCS1w,Montessori Educare,Elementary Schools Education Preschools,4.5,True,4
8yxuxxKHRtyIzwE4cIVRiA,Asiana Market,Food Ethnic Food Grocery Specialty Food,3.5,True,20
8z21chQa8cb7ZEiUk7yRtQ,Robeks Smoothies,Food Specialty Food Juice Bars & Smoothies Fruits & Veggies,4.5,True,13
8z2DkKf_FrPVNtt_5w4QsQ,Panda Express,Chinese Restaurants,2.5,True,5
8z6So-uKgZf4a4LOf3pPKg,Banfield Pet Hospital,Veterinarians Pets,4.0,True,7
8z7NiCGUWVXj-Wg9rMJJ_w,Dana Winn Trims,Hair Salons Beauty & Spas,5.0,True,7
8zF3m-KbRssbJrgv6sJnMg,Bliss Spa,Day Spas Beauty & Spas,4.5,True,20
8ZGKcHe3vqw2Pil4uH7Ctg,Tamales Guadalajara Restaurante,Mexican Restaurants,5.0,True,6
8ZQc4awuK6_yvcERvczR5g,Hong Kong Express,Chinese Restaurants,3.0,True,14
8ZwO9VuLDWJOXmtAdc7LXQ,Clarendon Hotel,Hotels & Travel Event Planning & Services Hotels,3.5,True,197
8_c7-t9_MfkExkdm0L304w,Crate & Barrel,Shopping Home & Garden Furniture Stores,3.5,True,9
8_mbjbTK_Ci3DljpzdipuA,La Salsitas,Mexican Restaurants,3.5,True,6
8_wUsDlOE8Guecq5RZZjDg,Tessio's Pizza,Pizza Restaurants,4.0,True,44
9-cRrGH5WmZKQ_O6LtfSbw,The Lounge,Bars American (New) Nightlife Lounges Restaurants,4.0,True,24
9-D3waqHCrv5a1Clog8YJg,Arizona's Pet Stylist,Pet Groomers Pet Services Pets,5.0,True,4
9-ZxAHXEMKkVnpUZ87Nf4w,Danny's Family Car Wash,Car Wash Automotive,3.5,True,18
901kK7WaszY-wj0g2f4HiA,Sky Harbor Airport: Military & Veterans Hospitality Room,Hotels & Travel Travel Services,3.5,True,3
90aW0WuGYtD2-R0RC8LwaQ,Hilton Garden Inn,Hotels & Travel Event Planning & Services Hotels,2.0,True,9
90AXjqb4O-wrTHDKDoDUzg,Yupha's Thai Kitchen,Thai Vegetarian Restaurants,4.0,True,165
90EMYSgCnZvW2wOH2M8j2w,InnSuites Hotel Tempe,Hotels & Travel Event Planning & Services Hotels,3.0,True,6
90FMI917WPqmn_CIT31pyw,Safeway Food & Drug,Food Grocery Shopping Drugstores,4.0,True,5
91bPfWMwLMDg08KDcRdV-Q,Quiktrip,Food Grocery,5.0,True,6
91iKybk4E_LSl5vy0F6mkA,AMF Shea Village Lanes,Active Life Amusement Parks Nightlife Bowling,4.5,False,5
91IWybAX774ZiXzQYhRtcQ,Bacchus Wine Made Simple,Wine Bars Bars Nightlife,4.5,False,8
91n02N35x38nvR1XH-jOAw,Jimmy's of Chicago,Restaurants Italian,3.5,True,58
91uSm9J20iRmqe7qmINs4w,The LEGO Store,Hobby Shops Shopping Toy Stores,5.0,True,9
927fQIBTv8_FzDUaPYSTOg,Sage Organic Skin Care,Skin Care Beauty & Spas,5.0,True,7
92egMCCEc4agnH1yjultuw,Cruisin 4 Yogurt,Food Ice Cream & Frozen Yogurt,4.0,True,11
92WbJ5Zo_9hRCoOstWEo0g,Paradise Bakery - Dana Park,Bakeries Food,3.5,True,9
93EFuYATJ0rgqO0uJLRYfw,W R Williams Fine Jewelry,Shopping Jewelry,5.0,True,4
93MSg7oEwF8VkIAS-oDtdw,Thaifoon Taste of Asia,Restaurants,2.0,False,5
93XwK5DW8BpzCwBY0d6nEg,Margaret T. Hance Park,Active Life Parks,3.5,True,7
94uwF6nBkIW_j51T1uJRHw,Paradise Bakery,Food,3.5,True,15
954o54yKmtBrd_F3EynwNA,Giordano Trattoria Romana,Restaurants Italian,3.0,True,7
95eyb4Sk3OxB1SNZRstycQ,Advanced Auto Service & Tire Centers,Tires Automotive Auto Repair,4.0,True,4
97AFYADGuOJX-mx8YPFZpg,Grandma's Kitchen,Breakfast & Brunch American (Traditional) Restaurants,3.0,True,23
97xusXQsJiBSyFfGgV2PIw,S K Cleaners,Local Services Dry Cleaning & Laundry,4.0,True,4
97Z7j4vH0kfzL10AONi4uA,HTC Body Piercing,Piercing Beauty & Spas,5.0,True,78
98czkMomXdoEugMk0VnJxQ,Garden Ridge,Discount Store Shopping,3.0,True,3
98DT6eqywegPdiY8eOtt5Q,Sephora,Shopping Cosmetics & Beauty Supply Beauty & Spas,4.5,True,10
98MPR4i4P_uU6o7-cw4qsg,North Scottsdale Farmers Market,Food Farmers Market,3.5,True,6
98vwloB9dIOBdYo0uSQIaw,Candlewood Suites Extended Stay Hotel Phoenix/Tempe,Hotels & Travel Event Planning & Services Venues & Event Spaces Hotels,3.5,True,4
99m2w6EBeOjnTYesqsYIEQ,A-1 Van Leasing & Rental,Hotels & Travel Car Rental,5.0,True,4
99MlOTVZx5sIbW-DH1oamw,Tommy Bahama Scottsdale,Women's Clothing Men's Clothing Fashion Shopping,3.0,True,3
99SkL24ICeDSJ2LXHRUusQ,Apache Creek Golf Club,Active Life Golf,3.0,True,3
9a-jac4tFRbpv0vACiJwHw,Luvly Nails,Beauty & Spas Nail Salons,1.0,True,4
9abVm7KMVTc0K6HB6nCUmA,Dunkin Donuts,Food Donuts Coffee & Tea Fast Food Restaurants,3.5,True,11
9AbyBqGWHYZC73GlyAuTrQ,Fleming's Prime Steakhouse & Wine Bar,Wine Bars Bars Steakhouses Nightlife Restaurants,4.5,True,110
9Af-aZDD7RS6lJrLU5eI1g,Coffee Garden,Food Arts & Entertainment Coffee & Tea,4.0,True,4
9AHcq0KE451R5t723XSq8w,Denim and Diamonds,Lounges Arts & Entertainment Bars Nightlife Music Venues,4.0,True,8
9AwAmDwjNX_WUuhSdYTKQg,Toy Anxiety,Shopping Toy Stores,4.5,True,6
9B-rI5AI5RHgWd_26UnQgg,Tumbleweed Custom Wood Flooring,Home Services Flooring,5.0,True,4
9B5UMygO6E70xwxF1HIG3w,Baseline Barber Shop,Barbers Beauty & Spas,5.0,True,3
9BH18avE46LlHMvJn67MaA,The Downtown Deli,Delis Sandwiches Restaurants,3.5,True,33
9BJ5h9X1krpXFjKj0a6wbg,Dick's Hideaway,American (Traditional) Tex-Mex Restaurants,4.5,True,230
9BM5J9Wh28FnZpC8d4E-lA,Posipaws,Pet Services Pet Training Pets,5.0,True,3
9BnmL7nWKhKR0PD87Wua-A,Lowe's,Hardware Stores Building Supplies Shopping Home Services Home & Garden,3.0,True,5
9BOeSWUvmh4rRhpQNgrdqA,Carl's Jr 828,Restaurants,2.5,True,4
9BPYwkcrItZgnI9V0Cz7DQ,Circle K Stores,Food Grocery,3.0,True,3
9B_rnGpDieUnMr7szjuaQg,Nielsen's Frozen Custard,Food Ice Cream & Frozen Yogurt Restaurants Sandwiches Burgers,3.5,True,21
9cANTUpowLc0Xly53ThAwg,Sunshine Convenience Mart,Food Convenience Stores,3.0,True,3
9CaRZBhrKP-DG67zcPV_yg,Pandora's Santan,Shopping Jewelry,4.0,True,4
9cJK2ZmiZ1rqqWROh-yQtw,Valley Beauty Salon,,4.5,True,3
9cmq0_NV08ejfNsSgr2c-Q,Maui Wowi Hawaiian Coffee & Smoothies,Coffee & Tea Hawaiian Food Venues & Event Spaces Caterers Juice Bars & Smoothies Event Planning & Services Restaurants,4.5,True,17
9cNDQIo6Ptp32AdK7IsJ7w,Sportsman's Warehouse,Sporting Goods Shopping,4.5,True,7
9CpMvT22YbeMatwPAL6gRA,Tortas Paquime,Mexican Restaurants,4.5,True,20
9CqxDNPWlkJW1ZCM8Gu_nA,Aj's Purveyor of Fine Foods,Bakeries Food Grocery Health Markets Specialty Food,4.0,True,36
9CstkLhqS4fXT0VUgu60dA,Club SAR,Active Life Gyms Fitness & Instruction,4.5,True,16
9DB48MHMahGgiMUa5Dgu1A,Fire Department,,4.5,True,3
9dJ9U8T0YZZORbC_7uXK0w,Angel Touch Nails,Beauty & Spas Nail Salons,3.5,True,7
9dn3AMdwvD2KXnTr6AJY1g,La Canasta Mexican Foods,Mexican Restaurants,4.0,True,29
9dopZKjYiKwPiw7kEQsEag,Down Under Wines & Bistro,Wine Bars Bars American (New) Nightlife Restaurants,3.5,True,71
9Do_5ok8_WMl6Jn2BwoeQA,Francis & Sons Car Wash,Car Wash Automotive Auto Detailing Auto Glass Services,1.5,True,4
9DsXB8T3UwBYiLPiLJJuNQ,Ernie's Restaurant & Bar,Nightlife American (Traditional) Karaoke Bars Restaurants,3.5,True,31
9du6Q4vCoQm2tHJDTmWaSg,Optica Eyewear,Optometrists Health & Medical,4.0,True,3
9dvuzmf1oF122Y4cZepRVA,Saks Fifth Avenue,Department Stores Fashion Shopping,4.0,True,17
9dZ1Ql35BMbqoO4yebgxdQ,McDonald's,Fast Food Restaurants,2.5,True,4
9e4-DYABr1mVEw85ErdBMw,Fry's Food Stores of Arizona Inc,Food Grocery,2.5,True,5
9edf8GeJEI0OuctuxArLyA,Fry's & Fry's Marketplace,Shopping Drugstores,4.0,True,3
9em_vfSjwcPqQgU8Zj-hzA,Pitta Souvli,Greek Mediterranean Restaurants,4.0,True,70
9EoPyXDPRE5TKdHPqruvjw,Scott Dial Carpet Care,Local Services Carpet Cleaning,5.0,True,3
9Ep4sguv3HH_8lWyzSogjw,Indulge Burgers & More,Burgers American (New) Gluten-Free Restaurants,4.0,True,218
9f4cTpQh7E4HB1Tl8Hk72w,McDonald's,Fast Food Restaurants,3.0,True,10
9FJ9A9eiss8QCJbcMpZYNQ,Superstition Springs Golf Club,Active Life Golf Event Planning & Services Venues & Event Spaces,3.5,True,12
9g7IheFhBz5QL51Y0NVmrA,Chuparosa Park,Active Life Playgrounds Parks,4.0,True,4
9gdQm_wucTIr57ffeT7aYA,WestWorld of Scottsdale,Arts & Entertainment Stadiums & Arenas,4.5,True,5
9ggd0DySEZNw990JGaFSQQ,Arrowhead Towne Center,Shopping Centers Shopping,3.5,True,36
9gGnlsFKiAYu3kDPATWm-w,Flaming Kabob 2,Mediterranean Restaurants,4.0,True,3
9GqdlmPdtHPCzTLGpUDotQ,Rosy's Pharmacy,Shopping Drugstores,5.0,True,4
9H1PBcxPxicokgj8RJ4L8A,Orange Leaf Frozen Yogurt,Food Ice Cream & Frozen Yogurt,3.0,True,16
9H9HiF7H51MteiyXoEUQlA,Dick's Sporting Goods,Sporting Goods Shopping Outdoor Gear,4.0,True,8
9hFIqqQNtxlV2dpNyNXnNw,Jamba Juice,Food Juice Bars & Smoothies,3.5,True,3
9HqDAkNF0nV6_QPVAJ_GkQ,J R'S Shoe Repair,Leather Goods Fashion Shopping,4.5,True,3
9HwUkbKAv7dO3MGlkkJJSg,Cartwright's Sonoran Ranch House,Seafood Steakhouses Gluten-Free Restaurants,4.0,True,45
9I2rm3qEHY-Q0-gg_t8L5Q,Aspen Dental,Health & Medical Dentists,2.0,True,4
9i8cBclfNEerRhX4xdbQlQ,Homegoods Store 0368,Department Stores Fashion Shopping,4.5,True,6
9iLiMm3Z9nepRDu1AhgEoQ,Windmill Inns & Suites,Hotels & Travel Event Planning & Services Hotels,4.5,True,7
9jBTMRNxvYyyHAlCGVO91Q,Netflix,Videos & Video Game Rental Books Mags Music & Video Shopping,4.0,True,26
9Js571dTqs43mkGbjjbUfw,Scottsdale Nails,Beauty & Spas Nail Salons,4.0,True,4
9k5OdmvTCLvYH_u8RQ3Duw,Gilbert Farmers Market,Food Farmers Market,4.0,True,26
9KJTbct8i3Yzj-9c1GI9TQ,Mail N Office,Local Services Shipping Centers,4.0,True,6
9kue6njdYLYAr-ve65L0NA,Hampton Inn,Hotels & Travel Event Planning & Services Venues & Event Spaces Hotels,2.5,True,3
9KWa4gOWYmkzDJjwBlenUg,DC Ranch Village Health Club and Spa,Active Life Gyms Fitness & Instruction,5.0,True,20
9LDCvOLnnJ8wl-2jwQ6MLQ,U-Swirl,Food Ice Cream & Frozen Yogurt Desserts,3.5,True,19
9lDZ2d6oRpFsSWwDCCDQOw,TPC Scottsdale,Active Life Golf,3.5,True,19
9LE-Kan0uUHR7xCHi2j-lQ,McDonald's,Fast Food Restaurants,2.5,True,4
9LF5u2jiMjRNoWrxv2kLTA,Desert Title Service,Departments of Motor Vehicles Public Services & Government,5.0,True,3
9lHGHjTZjqn_dPWdZouXxg,KC & Co.,Movers Window Washing Home Services Pool Cleaners,5.0,True,8
9LW9OkXJi7j-ccNXczr34g,Capistrano's Bakery,Bakeries Food,2.5,True,3
9lWwAw9u1IVlYKbGiVOTFg,Subway,Fast Food Sandwiches Restaurants,4.0,True,6
9LxufAe_LqS78mNFYC0pJA,Gallacher Bosen & Goodman PLLC,Accountants Professional Services Tax Services Financial Services,5.0,True,4
9M2nNCD2X0wlgKE6dn1s3g,lululemon athletica,Fashion Shopping Sporting Goods Fitness & Instruction Active Life Yoga Sports Wear,4.5,False,3
9m8xgUrInYfIe-l6U-6yjg,City of Phoenix,Public Services & Government,3.0,True,12
9mfec4ySQpW8doGs3FUP2Q,Fairmont Scottsdale Princess,Hotels & Travel Resorts Event Planning & Services Hotels,4.0,True,102
9Mg5BoR-u0zPfcInLUcpaA,Half Price Books Records Magazines,Books Mags Music & Video Shopping Bookstores,4.0,True,15
9mNTkR5w-47cG7gGIprT4A,Discount Tire,Tires Automotive,4.5,True,8
9MOG9qv7mVlGECv2UcDOnA,All-Valley Electric,Electricians Home Services,5.0,True,6
9mpVVHcUfM3Ax1t08H79ng,Blissful Yoga Studio,Active Life Yoga Fitness & Instruction,4.0,True,6
9mQj65SmYj2pcehH339aEw,The Hidden House Cocktail Lounge,Lounges Bars Nightlife Dance Clubs,3.5,True,41
9mx6uFh_lSj6SOSW4fMWWg,AMF Tempe Village Lanes,Active Life Amusement Parks Nightlife Bowling,3.5,True,23
9Mz0OkyaInYsOJYdX-oqPg,GateWay Community College,Colleges & Universities Education,4.5,True,5
9Nb0OOBSMbJ76hngCYjKuw,Downtown Pizza Lounge,Pizza Restaurants,3.5,True,6
9nJi8n5l7ufJZ9PbhNJT8w,The Home Depot,Hardware Stores Building Supplies Shopping Home Services Home & Garden,4.0,True,7
9nm1KvZJLON6Py6cOzrnvQ,Little Italy Deli,Delis Restaurants,2.0,True,3
9NT8Ne1DICkv0ebX-gVK5g,Filiberto's Mexican Food,Mexican Restaurants,3.5,True,22
9ocGgALmbzTZWOS7f7SYcA,Old Country Buffet,Breakfast & Brunch American (New) Buffets Restaurants,3.0,True,15
9oDcnuvKphBrHB3yrMbJfA,Halo Thrift Store,Thrift Stores Used Vintage & Consignment Fashion Shopping,4.0,True,10
9oJ3tIJfOd-34XoN-JLziA,Canyon State Electronics,Local Services Appliances & Repair,3.5,True,3
9OjaTv86bO-YITbGhEq2XQ,Sky Nails & Spa,Eyelash Service Nail Salons Beauty & Spas,4.5,True,7
9OPheVf5o8sRcRHxJDl4-A,SideBar,Bars Nightlife Lounges,4.0,True,235
9OtcE1XTl3xeB-icTU15FQ,Pick Up Stix,Chinese Restaurants,2.5,False,5
9oVYuYQvj2uZ3CmkYfCzlw,Just Brakes,Auto Repair Automotive,2.5,True,6
9P9MqY3VVUc63qJR2iWg5A,LA Fitness,Active Life Gyms Trainers Fitness & Instruction,2.5,False,10
9pGs5hcA-13x5o97XcMt_g,Applebee's Neighborhood Grill & Bar,American (Traditional) Restaurants,3.0,True,12
9PrgqakLyqlxTTqvvfYNyA,Tao Yuan Chinese Restaurant,Chinese Restaurants,3.5,True,9
9pYBiLe3k5Gi-AJqRklXcQ,Realeza Michoacana,Food Ice Cream & Frozen Yogurt,4.0,True,4
9qFaZ7N4MFB0AjdBffiEzw,Mile Auto Repair,Auto Repair Automotive,4.0,True,5
9Qt1pt0pk2VWz0chdGk-jw,Phoenix Palace,Dim Sum Chinese Restaurants,4.0,True,99
9quEu_e1r36ck3I-TuyFMQ,Hampton Inn Midtown,Hotels & Travel Event Planning & Services Hotels,4.0,True,12
9QvuimC30Cj5LI1kK_mn9g,Thai Dressing,Thai Restaurants,3.5,True,6
9qxRn-qokwlmnRnv6-baLA,Panda Express,Restaurants,2.5,True,3
9r5YLKGTdQz_Q29cBifePQ,British Open English Pub & Grill,Pubs Bars Nightlife British Restaurants,3.5,True,57
9rm2_ReZLPm3kOUiMpb0ZQ,Little Chops,,3.0,True,4
9RpdSQYdYGIfL8DkQgxpYQ,Elite Window Cleaning,Window Washing Home Services,1.0,True,3
9rRSptl04yxZfHZQA8bvhA,La Escondida,Mexican Restaurants,3.5,False,8
9s4xL0qiZ93BLz5XTNWxXQ,Court House Cafe,Sandwiches Restaurants,4.0,True,4
9saZ5az_wE5fLhZU3-xIOA,Julienne's Salon & Spa,Day Spas Beauty & Spas,2.5,True,4
9sG13lKBJ-dI9knww5_JWA,Taylor Rays,American (Traditional) Restaurants,1.5,True,4
9SKdOoDHcFoxK5ZtsgHJoA,Prankster's Too,Nightlife Bars Sports Bars Restaurants,3.5,True,43
9SQRKVxMDNnRWFBJgDokAw,Verizon Wireless,Shopping Home Services Internet Service Providers Mobile Phones Professional Services Electronics,2.0,True,4
9sVyWIR7rUowu1KJZj7Q1Q,Cohen Stephen OD,Optometrists Health & Medical,5.0,True,4
9syGIeH7Xryqgp84ZnMjPA,Safeway,Food Grocery,4.5,True,8
9T-wHfXMTJLyXsYxF3TbJw,Michael Alexander Salon,Hair Salons Skin Care Hair Removal Beauty & Spas,4.0,True,5
9T7eOkHOjWfE21KxgPxo3Q,Mill Avenue Travel,Hotels & Travel Travel Services,4.5,True,5
9tefv6uPxoHhp_OlQQJVXA,Canton Wong #3,Chinese Restaurants,2.5,True,10
9TJIYL_2C-JYmm9Ye6J66w,Egg & I Cafe,Breakfast & Brunch Restaurants,2.0,True,8
9tKxZSeZ3zmr4rvDtrpR0Q,Hilberto's Mexican Food,Mexican Restaurants,4.0,True,4
9tSHBEoAhKu-tkU8n6SKjA,Los Dos Molinos,Bars Mexican Nightlife Restaurants,4.0,True,143
9tzh2vfZh5a7dMCDI4g7Jg,Sally Beauty Supply,Shopping Cosmetics & Beauty Supply Beauty & Spas,4.0,True,3
9U7_UWXXJZOW14L0kAdCNA,Midnight Room at Mondrian Scottsdale,Bars Nightlife,3.5,False,3
9U9wBfux57bQm1wUSuviWg,Discount Tire,Tires Automotive,3.0,True,5
9ucO4e2ZQeeXANqMZT67GQ,The Munchies Cafe,Greek Mediterranean Restaurants,4.0,True,32
9uEzZvEI1QcpYQxmKWcC3Q,Pioneer Living History Museum,Museums Landmarks & Historical Buildings Arts & Entertainment Public Services & Government,3.0,True,8
9ULGsqiGdC4g7FXHMwkhUg,Miranda @ Style Suite 35,Hair Salons Beauty & Spas,3.5,True,5
9uLJMB5blH5yrxCFLSC56A,Centre for Wellbeing,Day Spas Flowers & Gifts Shopping Beauty & Spas,4.0,True,9
9uMnQTDD0hi_ivp_te6s4A,The Home Depot,Shopping Home & Garden,4.5,True,6
9UO40OsPTdXDl_hR2obOzg,Bruno Mali's Cafe & Gift,Bars Nightlife Restaurants,4.0,True,4
9UQItWQOtjUcD3qiFF_HZg,Sport Clips,Barbers Beauty & Spas,4.5,True,3
9UrMG4cn2nfIQsJlH8e2PQ,Pei Wei,Thai Asian Fusion Chinese Restaurants,3.0,True,9
9UxpM0WwUe2EH3hQezREVg,Sourdough Pizza Italian Restaurant,Event Planning & Services Restaurants Caterers Pizza Italian,5.0,True,3
9VNJm4tGjxy88iqH0pXJxQ,Inizio Salon,Hair Salons Day Spas Eyelash Service Beauty & Spas,5.0,True,3
9VqoZVN8iqf5UsMIwQkgDA,Space Massage Studio,Massage Beauty & Spas,5.0,True,34
9vRFBoZbHb95zVHMTInoNg,Ji Michael's Diner,American (Traditional) Restaurants,3.5,True,3
9Vu9KhK2-kBSM-FXvxXGNg,Pei Wei Asian Diner,Asian Fusion Restaurants,3.5,True,45
9VYZA4vEKtT_SXHj-ZK_1Q,Dozo,Sushi Bars Restaurants,4.0,True,92
9VZXVARIbeb46Zvv90onpA,Grease Monkey and Car Wash,Auto Repair Oil Change Stations Car Wash Automotive,2.0,False,3
9VZ_imQjvgtpt3k6W6AQ_A,Stingray Sushi,Sushi Bars Restaurants,3.0,True,196
9W5zaqA_fdjTk127fioY0A,Bed Bath & Beyond,Department Stores Fashion Shopping Home Decor Home & Garden Kitchen & Bath,4.0,True,7
9W8LA15TLHlAF9BGHVSgdQ,Allstate Insurance Companies,Financial Services Insurance,5.0,True,6
9wFOVJ0e2RttmHYlFsvU1A,Alaska Airlines,Hotels & Travel Airlines Transportation,3.5,True,8
9Woei-yx8GFIOeZ3eo_ElQ,Sport Chalet,Sporting Goods Shopping,3.0,True,9
9wWLF9R90BCWr6lCnj5WzQ,Olive Garden Italian Restaurant ,Restaurants Italian,2.5,True,22
9Wy2CxVwnKoT5X4GrGzfyw,Deno's Pizza,Pizza Restaurants,3.5,True,7
9WYW_w-_CqvuCLClxFFaig,Papago Buttes Pediatric Center,Doctors Health & Medical Pediatricians,4.5,True,4
9x0rvR9SSX5mO1vUqx_hnQ,Blossom Asian Cuisine,Chinese Restaurants,4.0,True,25
9xbQT85RGZmQK-bFcDUXTQ,Bill Henry's Texaco Food Mart,Food Convenience Stores,5.0,True,4
9XHJoGESYEDzHwDWQ1518Q,Dish,Restaurants,3.5,False,16
9xjzoqsGZ01kowWqBD7SNg,Apache Sands Service Center,Tires Automotive Towing Car Wash,2.5,True,3
9XX-sxaDFXlXO65WnuS65Q,Riazzi's Italian Garden,Restaurants Italian,3.5,True,59
9XXRokqQsjitcHuwKTA2WQ,Kooza Cirque du Soleil,Arts & Entertainment Performing Arts,4.0,True,7
9Y3aQAVITkEJYe5vLZr13w,The Breakfast Club,Breakfast & Brunch American (Traditional) Restaurants,3.5,True,290
9Y5kXneSwv-l-8TODZWQAQ,Taco Bell,Fast Food Tex-Mex Restaurants,4.0,True,9
9y69I1eLkcRAPMnzCxHUnQ,On The Grill,Restaurants,4.0,False,4
9YHZ0of-3vwIhBW3SBPLjA,Wells Fargo Arena,Arts & Entertainment Stadiums & Arenas,3.5,True,7
9yKzy9PApeiPPOUJEtnvkg,Morning Glory Cafe,Breakfast & Brunch Restaurants,4.0,True,116
9yq9xzYkYJZamqCXZ_wNvw,Beauty Secrets By Heather,Eyelash Service Hair Removal Beauty & Spas,5.0,True,6
9YUe5J_cPCBo_mL7-z9HCQ,Canteen Modern Tequila Bar,Bars Mexican Nightlife Restaurants,3.5,True,181
9YW9UFJXEO2_CD8dxY-IBg,Ready to Nosh Food Tours,Hotels & Travel Tours,1.0,True,3
9y_r4LaqOeAbgCZe2s2A0g,Haymaker Guitars,Musical Instruments & Teachers Shopping,4.5,True,3
9zGhX7nN7gTYGlynPZWeLg,Big Apple Bagels,Food Bagels,4.5,False,8
9ziO3NpoNTKHvIKCBFB_fQ,District American Kitchen and Wine Bar,American (New) Restaurants,3.5,True,171
9ZIZ4jTLsjanxamL3s_kMg,Bennet Property Management,,1.0,True,3
9zJbULB6K3nbo-2N5cKy9Q,Office Max,Shopping Office Equipment,3.5,True,3
9zJiBcKFa4F5xYwRuR1Law,Fresh & Easy Neighborhood Market,Food Grocery,4.5,True,10
9zjSYbbWV5WHt-Jl7vE1Vw,Oak Creek,Shopping,3.5,True,3
9ZLbuJ8q5k7l-3CJJeAfSg,Starbucks Coffee,Food Coffee & Tea,4.0,True,7
A-8Q15fZHKGn3dLjazNwHw,Wendy's Old Fashioned Hamburgers,Fast Food Restaurants,2.5,False,7
A-hKn9an5ZUqUMYEU9RucA,Ralph's La Hacienda Pizzeria & Italian Food,Restaurants Pizza Italian,3.0,False,4
A-JNujRgWZK7V_aAWxQgjg,Churchill's Fine Cigars,Tobacco Shops Shopping,3.5,True,4
A-M-ebgWSjHTXi9S6tvchw,Arcadia Farms Marketplace,Food Bakeries Coffee & Tea Event Planning & Services Caterers,3.5,True,8
A-ZhvQa5A-XSqZB3HH6TVw,Sonic Drive-In,American (Traditional) Fast Food Restaurants,4.0,False,6
A0-0oO2I-L4QF9BMi9duuw,All Patio Doors & More,Home Services Contractors,5.0,True,5
a01JeGRdPYArzDgBLP9M5w,Hot Bagels,Food Bagels Breakfast & Brunch Restaurants,4.0,True,53
A0c5KmspCG9TMOZkjLWaTA,Johnny's Uptown,American (Traditional) Restaurants,2.5,True,3
a0eg1AZESJbsUL6I3h_VsA,Kokopeli Deli,Delis Restaurants,2.0,True,5
A0EZxGt3hm4mo2bTjCzJ7g,North Phoenix Baptist Church,Churches Religious Organizations,5.0,True,4
A0hxl-YmCYYn0j-X614fQw,WalMart,Department Stores Grocery Fashion Shopping Food Mobile Phones,2.5,True,22
A0la7oxNLEQrwFuXTugrfQ,Weon Keyong Health Center,Medical Centers Pilates Health & Medical Trainers Fitness & Instruction Active Life,5.0,True,3
A0OVDjJYBGgGwcSS8y7PGA,TLC House & Pet Sitting Service,Pet Services Dog Walkers Pet Boarding/Pet Sitting Pets,5.0,True,4
A0PkGrAXBE9dCLbmg06KVg,Water Heaters 4 Less,Local Services Appliances & Repair,5.0,True,4
a12JKFiqBVyaUfTWNaAzQQ,Atl Wings,American (New) Chicken Wings Restaurants,4.5,True,44
a1aFceRgC03yy3ENdynDnA,International House of Pancakes,Breakfast & Brunch Restaurants,4.0,True,8
a1EB77mHK5AGXqoGgPixvQ,Elaine Todd Distinctive Gifts,Flowers & Gifts Shopping,3.5,True,3
a1hQlsTan_m8K3eTW7BNSw,McCormick and Schmick's Seafood,Seafood American (Traditional) Restaurants,3.5,False,29
A26vuVTI2wwWUVKbykemEw,Souper Salad,Buffets Restaurants,3.0,False,5
a29C6sg39V2HP_tq3m8nEw,The Dirty Drummer,American (Traditional) Restaurants,2.0,True,6
a29I8gBwuIKOdNKwCYOxZA,Physix,Active Life Weight Loss Centers Health & Medical Trainers Fitness & Instruction,5.0,True,4
A2FV9GfXrlMzMRi_Bg3URg,Big Lots,Department Stores Fashion Shopping,3.5,True,8
a2m6DRhE_wXZwDx5yORTPg,Gelato Old Town,Food Gelato,3.5,True,3
a2oECucZlj3uUQSRbzSQNQ,Duke At Rancho El Dorado the,Active Life Golf,4.0,True,5
